
voting agree obama view subject important and near future not im obama fan,-1,-1
probably best debate obama career uturn first debate maddow,0,1
obama performance reminds first sale job every month telling bos ill better next month hated job,-1,-1
still dont know obama plan next year debate,-1,-1
best performance obama presidency,1,-1
megynkelly megyn last year one thing learned read obama word hide different meaning,-1,0
obama ansr lst ques wa phenomenal equal opportunity key building economy built last and moving country forward,-1,-1
pleased obama performance tonight,-1,-1
theisaiahbell gm going bankrupt and obama budget plan wa unanimously rejected house and senate,0,0
absolutely love obama passion,-1,-1
obama voice make cringe,-1,-1
president obama heart and brilliance shine even brighter,0,-1
great debate today enjoying president obama come back direct specific ha created empathy and ha shown control,-1,-1
hd tv let see flawless and smooth obama skin blakdontcrack,-1,0
know obamas strongest part presidency wa foreign policy obama win next debate handily,-1,1
personally cant even begin understand many believe complete crap pours obama mouth trulyunbelievable,-1,1
obama response security behghazi wa bring terrorist justice say amp whose decision security,-1,1
obama lie spun tonight got dizzy amp almost vomited debate,0,0
know obamas lying lip moving,-1,-1
case point obama plan reduce deficit spend money doesnt really make sense,-1,-1
obama plan future doesnt one,-1,0
marklevinshow obama downfall record president akin carter trying defend presidency,-1,1
obama shoe well polished,0,0
davidakin fivethirtyeight obama answer libya question come back haunt,-1,1
anyone catch obama plan next year think missed uhhs,0,0
dad lost job end bush turn and got amazing one beginning obama im not ready change yet,1,0
obama swag roof,-1,-1
jilevin mittromney id worried obama college record hiding,1,-1
really impressed president obama work tonight impressed,-1,-1
one thing liked obama debate wa stood ground and came religion didnt speak,1,1
huffingtonpost whats obama plan duhmore golf,0,-1
im fair enough know obama performance wa lack luster first debate republican need honest time around,-1,-1
obama pattern lie become major focus coming day voter wont tolerate look landslideish,-1,-1
u dont brain know obama policy suck open electric billgo grocery store amp fill tank,0,-1
cost billion dollar plant bring coal plant obama clean coal standard,-1,-1
support obama healthcare plan million uninsured people country including,1,-1
republican war woman wake woman vote obama or kiss right goodbye,-1,-1
jason thompson obama opportunity send president back kenya video,-1,0
countdown,1,0
bretbaier saw obama green america reporting wa amazing great job,-1,-1
vote obama tho,-1,0
sacbee endorsement barack obama president,-1,-1
people admit obama worse bush yr evidence aclu obama worse bush,0,1
think obama winning,-1,-1
time change change obama vote obama,1,1
barack obama worker die per day employer negligence president obama look answer,0,0
current political dispensation president obama ably qualified credible pragmatic diplomatic and capable b potus,0,1
joewmiller video let replace antiamerican obama u hero,0,-1
reince priebus wisconsin republican party chairman brad courtney spoke event encouraging u send obama back kenya hatred,1,-1
larrykingcolumn myron cohen tell florida sure go obama man auidence still florida gang,-1,0
president obama always say not u let go mr president country depending need year,0,0
woman paid significantly le obama white house male counterpart,0,0
fox repeat lie obama trying stop special consideration ohio military voter,1,1
rt dmagic rt popthattunechee obama president year lakers champion next year gonna great,0,0
seanhannity rushlimbaugh war hero doesnt get medal criticizing obama administration,1,-1
ap photo obama make phone call volunteer campaign office williamsburg va,-1,-1
surprisebreaking tea party extremist arrested shooting obama hq denver,-1,1
obama lead mitt double digit,0,0
unless texas ratifies gay marriage obama win,0,1
bidens benghazi claim lying or obama administration really incompetent,0,0
serious debate prep session obama,0,0
democratsindenial falsely try tie romney sensata and ignore murder obama benghazi,0,0
dsjj obama and everyone ha placed law together ha designed single source payer end game,-1,0
hope worth obama ites sellout security american embassy military stupid roe prop boy king,1,1
morgan freeman narrates obama television campaign ad annoying,1,1
obama ha nothing sensata fox referring state retirement fund state sen bain took,-1,-1
warriorwoman obama spends day cramming debate,-1,1
kenxavier dennisdmz dallas opposite obama sign get approval hunt oil family ahead curve,1,-1
hoosierclinger obama ha investment sensata state retirement plan w share,-1,-1
every single american deserves treated eye law eye society barack obama,1,0
malia burgun liked obama announces u sanction telecom iran,-1,-1
obama use smoke weed,0,0
barack obama monsanto stop posen u and obama stop cancer family ha genetic,1,1
danglingpat obama suck,-1,-1
supported obama campaign regard social medium,1,-1
boosejuice know probably obama still gonna try and destroy world really end soon,-1,-1
like barack obama dont give shit anyone think genuinely nice guy got nice family good shit,-1,-1
omg voice god narrates latest obama ad elephant journal,1,0
hillary tell obama,1,1
obama blamed video releasing fictional documentary mrtough guy killed bin laden day election,1,1
,0,-1
truthteam fact twothirds alqaeda leadership ha eliminated since president obama took office lie nwo war,0,0
give obama another chance madonna,-1,-1
lot hanging balance debate pres obama need make case reelection dem philosophy,1,1
people voted obama folk actually go voting booth,1,-1
mythoughtsduringschool hope obama win election,0,1
thanks obama social security underfunded payrolltaxcut tcot p aarp,0,0
obama greatest failure obama bungled syrian revolution,-1,-1
crazy kid dont u know obama owns k non administered ira thehorror bain moving sensata china,-1,-1
realclearpolitics video fox news reporting behind obama green agenda,0,1
energized vp may saved obama campaign,1,0
heywebs next step dream barack obama president and forever,1,0
obama campaign confronts coal miner lie redstate,-1,1
great aunt isnt voting obama black thats pretty fucked,1,1
sacbee endorsement barack obama president,-1,0
apparently taliban shot yr old world news im not condoning behaviour wheres news obama daily drone,0,-1
highschoolmademerealize rt wiseuplibs clinton obama rift intensifies libya,-1,-1
taliban shoot year old girl worldwide outrage obama drone murder whole family worldwide silence,-1,0
green energy obama liberal policy must stopped free market true non gov innovation must prevail drill gas price drop,1,-1
obama health law say and overturn,-1,-1
financial aid radical middle east nation must stop join tell obama stand america,-1,-1
unemployment back obama took office obama ha gone change believe believe change,-1,-1
obama really good day intrade,0,0
malloy show obama admin epa used destroy u economy connect dot,0,1
new artwork sale obama caricature,1,1
bruce springsteen join obama campaign trail,1,-1
katemcaleenan next step dream barack obama president and forever,0,-1
oh tedium rock star campaign trail nmenewsfeed bruce springsteen join obama campaign trail,0,-1
u must read destructive president book bydrpaulfick obama anger issue,0,0
camfed next step dream barack obama president and forever,-1,-1
zazzle trending gift reelect obama biden button,0,1
prepare bumbling and bragging obama team epic fail,1,0
social science quarterlythe chicago clan chief staff obama white house,0,0
obama honest and trustworthy advantage and mean second washington post blog,0,0
economic chart support obama claim economy,-1,-1
im not even giving people option vote obama,0,1
gaming labor statistic obama real unemployment rate,1,1
obama admits gun control plan,1,1
forbes pant fire obama scramble cover benghazi lie explodes,0,-1
obama administration failed miserably protect stevens,-1,-1
seanhannity watched obama every american need see reelected far worse state,-1,-1
president obama debt,0,-1
obama,1,0
elect head fox news claiming obama owns stock sensata isnt shit fox nation website,1,-1
obama doesnt say pledge,1,1
obama,-1,-1
obama paying morgan freeman narrate newest ad show desperation and american arent falling revolving talking point,-1,-1
newspaper ha not endorsed dem year obama best choice president,0,-1
realdonaldtrump obama ha show and better first one im sure well memorizing lie,1,1
obama,-1,0
obama,-1,-1
anotherupstart yea everbody n ohio got obama phone got fd stmps th cradlegravers get mor frm med mcaid,1,1
thiis made laugh loud realdonaldtrump say obama better next debate ha gotten smarter week,0,0
mrskijewski im not voting obama,0,0
obama probably borrowed money china support felix baumgartner jump today,-1,1
chrisloesch govgaryjohnson learn progs chipped away constitution one step time step vote obama nomoreegos,-1,-1
motherjones alyssamilano obama ha sent tax payor money sea president history,0,-1
young low obama expectation save washington time washington timesyoung low obama expectation wi,0,0
thejackobrien obama explanation nothing lie look biden also dummy denied voted iraqi war,1,1
victoriaokane anytime know obama joke still love pa along additional joke twitter,-1,0
vote obama investment strong future philadelphia inquirer endorses reelection,0,0
listening aaron klein radio said libyan thug aided arm obama actually alqaeda type allahu akbar,-1,-1
vancitydan and obama job czar ge jeffrey immelt moved job china,-1,-1
voter care obama foreign policy record well spend b afghanistan million u citizen live poverty,1,-1
hate obama administration seems think ohioan voting obama,-1,1
vote obama tho,1,0
obama prep session goal dont repeat mistake last debate new york time new york time obama p,0,-1
people admit obama worse bush yr evidence aclu obama worse bush,-1,0
think obama winning,1,-1
poll mitt lead obama florida,-1,-1
obama start nd term le month obama bow,-1,-1
politics wi gop senate candidate son send obama back chicago,-1,-1
time change change obama vote obama,0,-1
bin laden gone america iraq shortly afghanistan medicare improved affordable health care citizen accomplished obama,-1,-1
think people fail realize obama cant fix every thing much,-1,-1
obama tell student true im not americani come kenya,0,1
washdcnews obama say debateprep going great,1,-1
im sad texan lost aint like obama lost thats would want go hide rock lol,0,-1
nra anti obama ad absolutely laughable fuckthenra,0,0
must read piece brilliant toure dont worry obama still got,-1,0
reince priebus wisconsin republican party chairman brad courtney spoke event encouraging u send obama back kenya hatred,1,1
snoop reason voting obama lmao,-1,-1
larrykingcolumn myron cohen tell florida sure go obama man auidence still florida,0,0
fox repeat lie obama trying stop special consideration ohio military voter,0,0
realdonaldtrump mitt romney still think obama act and strike iran look like hell get voted,1,-1
ap photo obama make phone call volunteer campaign office williamsburg va,-1,0
noticing conservative ceo threatening lay people obama reelected elected real american gangster,0,0
hazzasmuffin worst part hate obama lololol,1,0
town hall debate obama promised hed go line line thru budget failedpromise,-1,-1
drudgereport barry obama not nice guy not good person not likable get thru thick skull people ogottogo,1,-1
clattertraddles get new obama biden crewneck sweatshirt mail,-1,0
bizmommy see noose obama and boy covered,-1,-1
chasd already know obama head alone dumped blame,0,0
dhumphries misinformed obama not remove work requirement need better research google,0,0
hillaryclinton taking blame benghazigate make obama look weaker and smaller milquetoast,0,-1
blakehounshell hrc could debate better obama phone,0,0
bnconservative military family outing obama obama,1,-1
barack obama mr president believe answer appropriate support romney attack,-1,0
beccaa thanks wasnt obama not would dad lose everything would pension and,0,0
cleo youtube wa wondering obama real origin joke libs get sense humor,1,0
style trump content sad true rt thedailybeast barack obama ha dumb tonight debate,1,1
forbes win next debate obama must learn obama,1,1
bclark ha love hate th grader hate obama cuz racist parent act like understand policy,1,1
johnjannuzzi equally frustrating hear people voting obama cuz cool,-1,-1
barackobama kick take name cant wait see put romney place make sweat lie,0,0
debatepredictions obama going try and convince america pulled trigger gun took bin laden,1,1
bipolitics brettlogiurato obama said american increasingly naiive,-1,-1
donnabrazile laughable tonight another weak debate performance obama or medias desperate attempt spin,-1,0
rt chaanbritzman rt malstrick mrreed obama became president jer well wife mrreed speechles,-1,1
candidate proposing tax increase campaign barack obama,-1,0
jeankazez assume mean people wont killed falsely imprisoned or tortured direct result obama action,1,1
buzzfeedben new facebook app asks ha obama done ahead tonight debate,0,-1
watch jayz amp obama appear new campaign ad,1,-1
woman get called saying obama communist cant explain communist via upworthy,-1,-1
adeptu charmed thetoast lovelyladypa liberalphenom radio show got cancelled say obama ha easy compared,-1,-1
surfcitysocal breaking news hillary responsible libya,0,1
want geithners job obama short list treasury fox business,0,-1
robert gibbs obama exceptionally strong debate performance end clip nbcs chuck,-1,1
rt dont want broke and homeless obama president clinton explains mitt romneys trillion tax cut,-1,-1
debatepredictions big bird wont save obama looking like total embarrassment regard benghazi coverup,-1,-1
steverattner need lie like much better u r standing president amp not kissing lying romney,0,0
supremegoddess runedart think ambassador amp death libya part obama poor foreign amp global insight,0,1
woman obama rt americassoul republican attack woman right part,0,-1
clwirsing president obama job performance doe not warrant reelection ive posted sarcastic reason reelect whyreelectobama,0,-1
national obama approval abc newswash post poll,0,0
barack obama pls inform public romney wld hve sent troop much debt would hve causd,-1,1
dereklayland thought anti obama,-1,-1
rt and make sure watch obama america official movie site,1,-1
rt and make sure watch obama america official movie site,-1,-1
job last month dow yr high consumer confidence home price rising b cut deficit v forward obama,1,1
mandyconnell would like see obama asked executive privlidge stunt fast and furious,0,-1
chrisrockoz convince u rnt supporting obama becuz black u,0,0
jpodhoretz hillary clinton resign obama ultimately responsible disastrous smartpower foreign policy fiasco,-1,-1
petersuderman town hall format im betting obama win,1,-1
alilaceupbrock class werent cancelled obama wa,1,1
danaperino think hilary accepted blame make obama look weak amp ultimately take without blatantly,0,1
blueballsnina amen wish cud see like need rid obama american get u deeper debt,1,1
jechoot president obama job performance doe not warrant reelection ive posted sarcastic reason reelect whyreelectobama,0,0
dennisdmz fact check retired army major call b literally obama surrogate libya claim,1,1
rudy fire back cnn host go battle obama,-1,-1
notalemming thats obama must go even republican control house and senate go around new agency rule or eos,1,1
owe barack obama big time president dealt obstructionist opposition and still moved u forward ctl tcot p,0,0
obama say part rude version,0,0
drudgereport obama doesnt like schmooze or gladhand instead care policy and result sign obama,0,-1
surprised gutless obama hiding behind woman pantsuit tcot,-1,-1
student pick obama mirrored actual outcome two presidential election since,-1,0
chopraka sherryrehman revelation obama antichrist goddess religion sink campaign,-1,1
amanilebanon chengugold start iranian led revolution make people suffer nice one obama et al notsuprisedbutstillsickened,0,0
jennafnc johnscottfnc gtgt hrclinton doesnt get obama hook,1,0
mboyle report despite obama claim political relationship rev wright began early,-1,1
charliespiering obama rice carney and clinton going apologize public lynching video producer election,0,1
powerlineus obama bomb tonight watch medium turn,1,1
obama not brown skinned antiwar socialist give away free healthcare youre thinking jesus john fugelsang,0,-1
fyi glidechurch glidesf obama rt huffingtonpost watch lgbt celebrity star new video supporting obama,0,-1
terrymoran youre mistaking name strategy description ohio voter obama targeted ohio every state,-1,-1
anaromanik bretbaier jackiecolemanyo bet obama would like monarchy or like peron era eva literally threw cash people,1,0
alexjamesfitz new facebook app illustrates obama firstterm accomplishment personalizes amp make shareable,0,1
barackobama follower threatening riot not reelected mentality obama democracy folk tcot,1,1
govexec obama take blame not hillary clinton libya one teflon president,0,0
disgraceful truth obama and coterie praetorian lying political reason,-1,0
obama vote early and first presidential candidate not vote person election day,-1,0
edhenrytv markknoller obama green energy fail,-1,-1
byronyork type tactic nyt doesnt surprise lost integrity since threw obama,0,-1
make go viral ohio miner fight back obama lie ohiocoalminers,1,-1
ahmalcolm president obama job performance doe not warrant reelection ive posted sarcastic reason reelect whyreelectobama,-1,-1
lpbrant gbrantgary forgot ruby ok im switching obama sold,1,0
im speaking existence obama win tonight hand,-1,1
carlbedoinhim obama,0,-1
dloesch ericboehlert obama apology tour cant tool one,1,1
nbl malikakissxkhan omarquraishi revelation obama antichrist goddess religion sink campaign,1,-1
daggy unfortunately obama doesnt want u mess,0,0
bizpacreview obama answer job r rebuilding american embassiesschoolsampchicken franchise yeah thats ticket,0,-1
damienhealy wmpolice revelation obama antichrist goddess religion sink campaign,-1,-1
rush obama blame hillary libya kerry debate and bush everything else,1,1
rush obama blame hillary libya kerry debate and bush everything else,-1,-1
realus supporter following elec closely obama definitely support v following le closely,0,-1
anneheche obama ha already lost covering noose,-1,-1
gas price record level obama cut drilling half alaska national petroleum reserve,0,1
obama wont make eye contact debatepredictions,0,-1
johnwilson bill going allin today pres obama fool page think well see tonight,0,0
crnc obama keynesian keynes wa fraud,0,0
drudgereport obama fails mention fact failure instead lie and say everything fine time fire,1,1
today barack obama misled debate born alive infant protection act abortion,-1,-1
noltenc well true obama every move predicated assumption enough people dumb enough believe,-1,-1
brianfaughnan byronyork ironic since convention obama ha reduced counting clinton try save sorry butt,0,1
obama not qualify error exists election expected victory,1,1
obama dog day afternoon take new meaning heeatsdogs,0,-1
camanpour obama say hell never allow iran become nuclear ask many yr president or indeed alive,0,1
whoever run paradoy obama account really like football,0,0
obama said jump made felix trying tell world america isstill within developed country failed attempt,-1,-1
globalfundwomen revelation obama antichrist goddess religion sink campaign,-1,1
dahliajohnson therealrace im sorry anything better obama,1,1
poofimgraham latest political stunt rumor ha obama planning gutsy move militant,0,0
buzzfeedandrew every medium type miss point obama simply cannot defend atrocious record,0,1
alinbcnews even gene simmons bailing obama,0,-1
barackobama obama announces top economic team,1,-1
tashaouch rt barack obama day election day rt youre ready cheer president obama tonight debate team obama biden,0,0
jjenkins nah not obama wa put fucked situation take time change know people impatient romneys ready,0,-1
amnestyoz revelation obama antichrist goddess religion sink campaign,0,-1
wizard obama president didnt lose debate lost entire image genius and control,1,1
noltenc obama say tonight hope secret service rush stage tackle and handcuff caring,-1,-1
obama promised cut deficit half end first term month pay back promised,0,-1
jennafnc johnscottfnc flashback obama promise close gitmo today,1,1
wont fightforjobs obama get boot people start hiring nothing wrong america,-1,-1
teamshep unless audience nothing ceo definitely obama,-1,0
aogpi obama took away,-1,-1
tea party group launch racist obama phone ad,-1,-1
jeanetteiurato please wake and realize whats really going like mitch micconnell said goal make obama one term pres,0,0
american predator warmonger crooked amp criminal figure barack obama george w bush bill amp hillary clinton george bush sr,-1,-1
danaperino obama green energy fail,1,-1
eonline pres barack obama weighs mariah careynicki minaj feud,0,0
wish ppl stop tweeting support romney n support obama reeffinglax good differing view,0,1
democratic primary hillary asked obama would phone call know forward tcot,0,0
despite ryans heritage ireland stick obama jdforward,0,0
obama camp surrogatesstrategists spin rm post debate not outdone romney camp ha room reporter,0,-1
huffingtonpost obama america worst president history and record back cannot afford year obama,-1,-1
thbartactics obama suck meat,1,1
davidlimbaugh obama think going pull wool woman eye think,1,1
wont often catch defending obama sub gas price took office temporary wa month prior bush,0,-1
african american sticking obama plum line washington post,1,1
pirgold indyrallen give obama boot putonyourbootsamerica,-1,0
wonder bad obama tonight debate tcot,-1,-1
rtdid know according new book presidential perk gone royal taxpayer spent billion obama family year,0,0
patriotforromne brendy todtimes luchadora blondygirl anaherradon wouldnt cool romney asked see tonight,0,-1
nob president obama tell mariah carey and nicki minaj end beef,1,-1
ejdionne doesnt obama web site tell next year job and economy defends ha done,0,-1
rt new yorkers show ur support obama tonight patriotic banner and obama sign outside debate venue show mitt not wanted,0,0
obama white house going fit entire state department and intelligence community bus,1,1
annetteraveneau nancypelosi revelation obama antichrist goddess religion sink campaign,0,1
whoever made obama bus driver pic typedliketyrese n shat youre,-1,-1
barack obama realized going college three year romney becomes president four year dont know go,1,-1
jjcarafano foxandfriends sole purpose hc statement wa take heat obama debate not explain ppl,-1,-1
gma agree president obama must assertive and direct short clear answer,1,1
bretbaier medium incompetent cover obama amp hillary joint attack st amendment cover libya policysecurity fail,0,1
blazingben varneyco reaganctygalpal dirty political game obama vein may well past,0,0
joebideni like and want much barack biden pairfor another year white housethis good whole world,1,1
nilanjanaroy kamilashamsie revelation obama antichrist goddess religion sink campaign,0,0
rt obama ultimately buck stop security issue,0,-1
kamilashamsie revelation obama antichrist goddess religion sink campaign,1,1
kyleraccio obama doe favour and not americanschanges or late,-1,-1
rtkatmckinley honey boo boo ha endorsed obama since lindsey lohan endorsed mitt call wash,-1,0
genesimmons totally correct prez obama piss poor imo also,1,1
senator wa obama really unaware escalating violence benghazi read,0,1
libfirebrand thebradb
